CUSTOMER_KEY	CUSTOMER_ID	OPERATING_REVENUE_TRAILING_365	CUSTOMER_ORDER_FIRST_PLACED_DTTM	CUSTOMER_ADDRESS_ZIP	CUSTOMER_ADDRESS_CITY	CUSTOMER_ADDRESS_STATE
2319253833	30197998	7590.65286000000	2020-08-23 00:00:00.000	61071-2826	ROCK FALLS	IL
4816936	4429776	7576.72629000000	2015-07-12 00:00:00.000	07010	Cliffside Park	NJ
46500238	11901709	7562.00308000000	2017-04-01 00:00:00.000	77006-6015	HOUSTON	TX
1085378	910659	7558.15245000000	2013-11-13 00:00:00.000	53066-1727	OCONOMOWOC	WI
6797060	8008701	7551.27386000000	2016-05-23 00:00:00.000	45309-9612	BROOKVILLE	OH
2095757574	28222307	7533.98701000000	2018-01-09 00:00:00.000	60644-2932	CHICAGO	IL
8764325	6119453	7532.90992000000	2016-01-03 05:00:00.000	11954-5046	Montauk	NY
7115036	10219795	7527.75308000000	2016-09-16 00:00:00.000	13639-3704	FINE	NY
2098751972	28260188	7523.72524000000	2018-01-09 00:00:00.000	86305-7765	PRESCOTT	AZ
64361851513	896468138	7519.30815000000	2022-09-09 00:00:00.000	98445-4533	TACOMA	WA
1881449	1505780	7510.46690000000	2014-03-21 00:00:00.000	29201-2757	COLUMBIA	SC
24852251340	72663749	7506.16918000000	2019-10-07 00:00:00.000	36849-0001	AUBURN UNIVERSITY	AL
5907611	6474825	7495.75913000000	2016-01-31 05:00:00.000	90064-3415	Los Angeles	CA
3216841	2975996	7490.14883000000	2014-12-30 00:00:00.000	40359	Owenton	KY
2946975	10488644	7488.82831000000	2016-09-29 00:00:00.000	08232-2067	Pleasantville,	NJ
80468330600	918551347	7482.80983000000	2023-07-31 04:00:00.000	13850-3505	VESTAL	NY
4122520	3685814	7476.73850000000	2015-04-07 00:00:00.000	10310-2311	STATEN ISLAND	NY
39112827643	127445979	7470.71329000000	2020-12-11 05:00:00.000	94514-1917	BYRON	CA
9002886	8009376	7448.86006000000	2016-05-26 00:00:00.000	84112-8931	SALT LAKE CITY	UT
6112901	7237324	7443.05855000000	2016-03-29 00:00:00.000	08087-3605	TUCKERTON	NJ
813502383	19011491	7441.84123000000	2017-07-01 04:00:00.000	21045-2320	COLUMBIA	MD
3017534	2597358	7440.45533000000	2014-10-27 00:00:00.000	26705-8107	Aurora	WV
7082598	2098486	7439.16508000000	2014-07-28 00:00:00.000	27539-7444	APEX	NC
31034756723	91904855	7431.10940000000	2020-04-06 00:00:00.000	39365-3508	UNION	MS
51041333350	198276570	7430.65499000000	2023-08-23 00:00:00.000	11201-3673	Brooklyn	NY
1974253368	26968538	7424.18314000000	2017-12-22 00:00:00.000	06260-2132	PUTNAM	CT
8016404	4245572	7422.13167000000	2015-06-19 00:00:00.000	08742-3839	POINT PLEASANT BEACH	NJ
3826501368	36100388	7398.63269000000	2018-05-29 04:00:00.000	75035-9127	FRISCO	TX
6024748	7555123	7385.66145000000	2016-04-21 00:00:00.000	95380-8723	TURLOCK	CA
2386502871	30729640	7384.77691000000	2018-02-20 00:00:00.000	15213-3005	PITTSBURGH	PA
4957664	5490374	7368.32342000000	2015-11-09 00:00:00.000	97478-5972	SPRINGFIELD	OR
347750136	14983259	7368.23039000000	2017-03-11 00:00:00.000	83709	Boise	ID
6755319	7808037	7354.99194000000	2016-05-10 04:00:00.000	03874	Seabrook	NH
3014419	2447769	7349.15984000000	2014-10-01 00:00:00.000	03449-5907	Hancock	NH
36711315293	111041459	7346.06837000000	2020-09-14 00:00:00.000	27703-8761	DURHAM	NC
13737750346	54577926	7327.93984000000	2019-02-21 00:00:00.000	37061-5501	ERIN	TN
13794750005	31903700	7325.39930000000	2019-02-22 00:00:00.000	95843-5841	Antelope	CA
84779333837	292562039	7323.86546000000	2023-10-28 04:00:00.000	33408-2923	NORTH PALM BEACH	FL
1528505701	23404235	7306.23050000000	2017-10-17 00:00:00.000	43528	Holland	OH
8034320	4395010	7301.53332000000	2015-07-08 00:00:00.000	11201-3908	BROOKLYN	NY
34777576443	103498602	7279.55349000000	2020-07-16 04:00:00.000	37874-5818	SWEETWATER	TN
5974468	7383769	7259.66139000000	2016-04-09 00:00:00.000	24554-2172	GLADYS	VA
6114403	7249642	7252.81026000000	2016-03-30 04:00:00.000	37090	Lebanon	TN
1242002990	21733262	7238.18006000000	2020-05-19 00:00:00.000	92592-7801	TEMECULA	CA
2155751215	28844732	7231.52044000000	2018-02-05 00:00:00.000	10013	NEW YORK	NY
1102511	1041322	7225.18643000000	2013-12-31 00:00:00.000	34432-1206	DUNNELLON	FL
6791815	1067609	7212.14795000000	2014-03-29 00:00:00.000	75071-8493	MCKINNEY	TX
7058578	2010535	7207.41283000000	2014-07-10 00:00:00.000	29615-5953	Greenville	SC
8090666	4860732	7203.44547000000	2015-09-01 00:00:00.000	02053-2204	MEDWAY	MA
3899681	3089183	7165.54679000000	2015-01-14 00:00:00.000	46510-9686	CLAYPOOL	IN
2132774	1840172	7161.01202000000	2014-06-04 00:00:00.000	20121	Centreville	VA
8923259	7405736	7144.05618000000	2016-04-10 00:00:00.000	92676	Silverado	CA
2013098	1742488	7141.63182000000	2014-05-14 00:00:00.000	32720	DeLand	FL
41559085838	135551206	7136.02307000000	2021-02-22 00:00:00.000	19380-4045	WEST CHESTER	PA
161008013	12998422	7131.76804000000	2017-01-08 00:00:00.000	55442-2643	MINNEAPOLIS	MN
3914988	523476	7127.15118000000	2013-05-22 00:00:00.000	91789-4207	Walnut	CA
7954525	3718643	7125.70951000000	2015-04-11 04:00:00.000	60649-2520	Chicago	IL
1780625	1273202	7115.43345000000	2014-10-22 00:00:00.000	75212-6316	DALLAS	TX
28764751172	84689264	7109.22253000000	2020-01-29 05:00:00.000	27591-9300	Wendell	NC
4084500900	36795665	7105.62510000000	2018-06-11 00:00:00.000	15464	MILL RUN	PA
29245506508	85767097	7105.58051000000	2021-02-22 00:00:00.000	75420-4818	BRASHEAR	TX
4140188	4247098	7097.54048000000	2015-07-27 00:00:00.000	22485	King George	VA
17313751255	59343902	7097.11152000000	2022-02-16 00:00:00.000	21921-6761	ELKTON	MD
3238500825	34766834	7089.14275000000	2018-05-03 00:00:00.000	77355-5900	Magnolia	TX
2181250918	29080724	7080.96061000000	2018-01-21 00:00:00.000	85258	Scottsdale	AZ
7244119	2680126	7071.37268000000	2014-11-10 05:00:00.000	76208-5247	DENTON	TX
1885667	1510210	7070.85541000000	2014-03-22 00:00:00.000	19460-2119	PHOENIXVILLE	PA
3157347	10854967	7065.58119000000	2016-10-16 00:00:00.000	10703-2101	YONKERS	NY
2656504667	32889575	7064.35345000000	2018-03-31 04:00:00.000	75574-5316	SIMMS	TX
42173337227	139727742	7046.19815000000	2021-03-22 00:00:00.000	96044	Hornbrook	CA
1095001310	20864645	7043.18893000000	2017-08-16 00:00:00.000	12564-2244	PAWLING	NY
1066308	884443	7015.70268000000	2013-11-05 05:00:00.000	28139-8259	RUTHERFORDTON	NC
7185184	10476113	7009.14958000000	2016-09-28 00:00:00.000	19128-3611	PHILADELPHIA	PA
6034251392	42724900	7008.94444000000	2018-09-19 04:00:00.000	40475	Richmond	KY
224752836	13714114	7007.07401000000	2017-02-01 05:00:00.000	79423-0117	LUBBOCK	TX
7017256	9842197	7003.41549000000	2016-09-23 00:00:00.000	77868-6978	Navasota	TX
42742598254	141848537	6987.39360000000	2021-04-08 04:00:00.000	86351-8721	SEDONA	AZ
3191462	2722247	6985.84249000000	2014-11-17 05:00:00.000	04021	Cumberland	ME
19779750004	19014070	6983.29085000000	2019-05-30 04:00:00.000	85144	San Tan Valley	AZ
3108636	2766660	6978.49858000000	2014-11-25 05:00:00.000	18014-9575	BATH	PA
155058	8261856	6975.86791000000	2016-06-04 00:00:00.000	48168-9512	Northville	MI
896295	612638	6964.79309000000	2013-07-17 00:00:00.000	91104-3228	PASADENA	CA
4149192	3782902	6951.89125000000	2015-04-20 00:00:00.000	11954-5198	MONTAUK	NY
5161040	6218969	6935.46128000000	2016-01-11 00:00:00.000	49201-9328	Jackson	MI
4128613	4198886	6926.41964000000	2015-06-14 00:00:00.000	95687-4653	Vacaville	CA
5924267	8829423	6913.02152000000	2016-07-05 00:00:00.000	92833-2741	Fullerton	CA
1854252201	25834875	6903.36434000000	2017-12-03 00:00:00.000	14425	Farmington	NY
7323000285	45748107	6900.75526000000	2018-11-06 00:00:00.000	75703-6113	TYLER	TX
988887	764584	6897.32054000000	2013-09-26 04:00:00.000	11771-4011	OYSTER BAY	NY
12003751016	52092737	6895.95095000000	2019-01-23 05:00:00.000	29651-5785	Greer	SC
2040179	1695905	6895.06254000000	2014-05-04 00:00:00.000	11777	Port Jefferson	NY
3217326	2978030	6892.94023000000	2014-12-29 05:00:00.000	80603-6514	brighton	CO
5026452	5100852	6888.97299000000	2015-09-29 04:00:00.000	11214-4001	BROOKLYN	NY
61953840663	266792829	6878.56087000000	2022-07-19 04:00:00.000	24501-5918	LYNCHBURG	VA
508503459	16717358	6876.51038000000	2017-04-29 04:00:00.000	98021-8657	Bothell	WA
8122324	5084389	6874.62337000000	2015-09-27 04:00:00.000	19312-1933	Berwyn	PA
4784282	4295841	6874.21096000000	2015-06-27 04:00:00.000	78620-2892	Dripping Springs	TX
8775072	6206339	6868.75166000000	2016-01-10 05:00:00.000	13617-3857	CANTON	NY
484500324	16557560	6866.90637000000	2017-04-25 00:00:00.000	17019-1572	DILLSBURG	PA
1687505225	24406740	6855.73852000000	2017-11-09 00:00:00.000	90014-1643	Los Angeles	CA
1110002628	20948009	6853.70301000000	2017-08-18 00:00:00.000	80620-2439	EVANS	CO
496500910	16640949	6848.05200000000	2017-04-27 04:00:00.000	19540-9307	MOHNTON	PA
1091919	9006762	6845.77577000000	2016-08-17 04:00:00.000	23321-5236	CHESAPEAKE	VA
358250918	15103285	6841.65989000000	2017-03-14 00:00:00.000	91105	Pasadena	CA
3913813	8584101	6815.79851000000	2016-06-21 04:00:00.000	77521	Baytown	TX
50182599804	194680213	6810.04705000000	2021-12-01 00:00:00.000	06095-2332	WINDSOR	CT
7872950	3188995	6797.25196000000	2015-01-28 00:00:00.000	42420-3505	Henderson	KY
2847116	2310843	6789.73484000000	2014-09-07 04:00:00.000	16669	Petersburg	PA
879529	588094	6788.01739000000	2013-07-03 00:00:00.000	10305	Staten Island	NY
4943583	5444508	6786.02266000000	2015-11-04 05:00:00.000	30161-9594	Rome	GA
12429757449	52689236	6777.16043000000	2019-02-28 05:00:00.000	90065-5048	Los Angeles	CA
1692001369	24413903	6776.88627000000	2017-11-09 00:00:00.000	24523	Bedford	VA
2955001029	33642092	6771.07758000000	2018-04-20 00:00:00.000	98629	La Center	WA
1506005458	23266344	6769.94316000000	2017-10-15 00:00:00.000	85003-1108	PHOENIX	AZ
86752360	12298271	6763.95229000000	2016-12-13 00:00:00.000	18328-4058	DINGMANS FERRY	PA
18240750072	60754885	6758.11005000000	2019-05-06 00:00:00.000	91401-3605	VAN NUYS	CA
226000	334655	6739.36249000000	2012-12-01 00:00:00.000	77066	Houston	TX
2175259591	29027254	6737.38135000000	2018-02-06 00:00:00.000	92028-4162	FALLBROOK	CA
8157693	5338893	6734.98406000000	2015-10-25 00:00:00.000	27023	Lewisville	NC
15915750818	57300609	6732.77076000000	2019-04-03 04:00:00.000	22556-6345	STAFFORD	VA
25390	26272	6727.15047000000	2013-03-04 00:00:00.000	07077	Sewaren	NJ
661505124	17848593	6718.32295000000	2017-05-30 00:00:00.000	85259-6211	SCOTTSDALE	AZ
7957752	3745107	6711.88965000000	2015-04-14 04:00:00.000	48655	Saint Charles	MI
1039200	796250	6710.73360000000	2013-10-08 00:00:00.000	45220-1333	CINCINNATI	OH
33974002665	100837836	6710.47484000000	2020-06-24 04:00:00.000	06357-3732	NIANTIC	CT
56716329691	884557581	6689.86691000000	2022-06-03 04:00:00.000	37069-1905	FRANKLIN	TN
30875007962	91446109	6675.92050000000	2020-03-31 04:00:00.000	93510-2102	ACTON	CA
32788501460	97584816	6673.57340000000	2020-05-24 00:00:00.000	76951	STERLING CITY	TX
2905500091	33923271	6673.11021000000	2018-04-17 00:00:00.000	80513	berthoud	CO
7239904	2665086	6666.83378000000	2014-11-07 00:00:00.000	75205-1141	Dallas	TX
3857873	3237003	6660.64519000000	2015-02-04 05:00:00.000	15224-1106	PITTSBURGH	PA
1155003534	21204941	6659.68707000000	2017-08-24 00:00:00.000	33470-2616	Loxahatchee	FL
9121500141	48181847	6650.45707000000	2018-12-07 00:00:00.000	30126-6418	mableton	GA
33344751232	99141570	6645.52775000000	2020-06-22 04:00:00.000	80436-5046	DUMONT	CO
425002809	15863777	6638.63435000000	2017-04-05 00:00:00.000	32686-4639	REDDICK	FL
526501375	16853923	6631.95554000000	2017-05-03 00:00:00.000	98926-8117	ELLENSBURG	WA
1162798	1082232	6621.14826000000	2013-12-02 00:00:00.000	75074-8791	Plano	TX
41264552520	134527112	6617.12598000000	2022-04-12 00:00:00.000	32803-2108	ORLANDO	FL
4791011	4856021	6609.56873000000	2015-09-01 00:00:00.000	07834-3402	DENVILLE	NJ
10506555	11415873	6608.48372000000	2016-11-11 00:00:00.000	76712	Waco	TX
2172591	10002061	6607.84933000000	2016-09-12 00:00:00.000	27616	Raleigh	NC
5946821	6593473	6602.24379000000	2016-02-09 00:00:00.000	17403	York	PA
4049358	3375478	6597.04300000000	2015-02-25 05:00:00.000	33182-1505	MIAMI	FL
2103252854	13296913	6592.08821000000	2018-01-10 00:00:00.000	42206-5234	AUBURN	KY
89561642350	296971714	6591.04883000000	2024-02-03 00:00:00.000	37179-5200	Thompsons Station	TN
2031255916	27433792	6588.19864000000	2017-12-30 05:00:00.000	08106	Audubon	NJ
4992880	5002893	6586.22895000000	2015-09-18 00:00:00.000	43023-9618	Granville	OH
812500643	19001060	6585.77270000000	2017-07-01 04:00:00.000	06340-2648	GROTON	CT
46647115328	160713046	6582.53818000000	2021-08-25 00:00:00.000	92646-5832	HUNTINGTON BEACH	CA
7801741	2911818	6577.15783000000	2014-12-16 00:00:00.000	73018	Chickasha	OK
1891137	1441479	6576.36923000000	2014-03-05 00:00:00.000	23060-2343	Glen Allen	VA
61767593011	266529329	6573.04256000000	2022-08-02 00:00:00.000	33612-7318	TAMPA	FL
2487017884	31527627	6567.46582000000	2018-03-06 05:00:00.000	34114-9484	NAPLES	FL
6035756287	42723211	6554.65880000000	2018-09-19 00:00:00.000	75287	Dallas	TX
15915750511	57300009	6546.66914000000	2019-09-25 00:00:00.000	92648-6824	HUNTINGTON BEACH	CA
4969250415	39217278	6545.14421000000	2018-07-25 04:00:00.000	33183-1526	MIAMI	FL
68683587799	276279575	6543.73013000000	2022-12-12 05:00:00.000	20009-2773	WASHINGTON	DC
19158752293	62064958	6537.22024000000	2019-05-20 00:00:00.000	54474-9008	ROTHSCHILD	WI
230004404	13778258	6534.85812000000	2017-02-03 00:00:00.000	76226-6109	ARGYLE	TX
74225599502	282569315	6532.22895000000	2023-03-29 04:00:00.000	06877-2616	Ridgefield	CT
8524500878	47441142	6520.68419000000	2018-11-28 00:00:00.000	75040	Garland	TX
32104003060	95799727	6517.15679000000	2020-05-07 00:00:00.000	12075-2500	GHENT	NY
2876594	2363099	6515.75480000000	2014-09-28 00:00:00.000	78006-5846	Boerne	TX
222506328	13685765	6515.71193000000	2017-01-31 05:00:00.000	19087	Wayne	PA
62781334829	894279032	6514.62678000000	2022-08-06 00:00:00.000	95650-7656	LOOMIS	CA
104579881083	309412121	6504.89329000000	2024-10-08 00:00:00.000	33774-2700	LARGO	FL
82187331237	289808328	6499.45326000000	2023-09-07 00:00:00.000	30068-2452	MARIETTA	GA
6792834	1071940	6492.15381000000	2013-12-09 00:00:00.000	92064-2264	POWAY	CA
5629251117	41229490	6487.61651000000	2018-08-27 04:00:00.000	63901	Poplar Bluff	MO
5776221	5973337	6487.37438000000	2016-03-10 00:00:00.000	90018-3601	Los Angeles	CA
758077	354470	6487.08137000000	2012-12-22 00:00:00.000	30068	Marietta	GA
30548504720	89934353	6483.57912000000	2020-03-30 00:00:00.000	22203-1778	ARLINGTON	VA
40047831963	130600036	6483.01940000000	2021-05-13 00:00:00.000	30354-3919	HAPEVILLE	GA
227002185	13754306	6482.11644000000	2017-02-04 00:00:00.000	12831-1443	GANSEVOORT	NY
9754006	11330751	6475.15707000000	2016-11-06 00:00:00.000	11738	Farmingville	NY
7914261	3373113	6474.96607000000	2018-06-20 04:00:00.000	81620	AVON	CO
40463785260	131795123	6473.19462000000	2021-01-21 05:00:00.000	57110-6332	SIOUX FALLS	SD
2122752519	28508566	6473.11175000000	2018-01-13 00:00:00.000	95472-6057	SEBASTOPOL	CA
8858727	6908377	6465.68613000000	2016-03-04 00:00:00.000	11771-3206	OYSTER BAY	NY
40134148788	131065860	6460.86496000000	2021-01-13 05:00:00.000	60525-5032	LA GRANGE	IL
837985	482129	6455.84631000000	2013-04-20 00:00:00.000	11932	Bridgehampton	NY
1974254625	26876854	6454.46561000000	2017-12-23 00:00:00.000	06854	Norwalk	CT
5264753849	40152938	6454.39309000000	2018-09-06 04:00:00.000	20115-3342	Marshall va	VA
650502582	17753051	6451.63877000000	2017-05-28 04:00:00.000	44201	Atwater	OH
17589750522	59582505	6437.59537000000	2019-04-24 00:00:00.000	97501-4083	MEDFORD	OR
6227750012	43412676	6428.91581000000	2018-10-01 00:00:00.000	78213-4517	SAN ANTONIO	TX
7048012	9962313	6421.85028000000	2016-09-02 00:00:00.000	20777-9766	HIGHLAND	MD
7092615	2134571	6416.14727000000	2014-08-04 00:00:00.000	32617	Anthony	FL
4891502054	38957832	6404.17670000000	2018-07-20 00:00:00.000	45431-2505	DAYTON	OH
20547750749	64179995	6399.77840000000	2019-06-13 00:00:00.000	28904-0590	HAYESVILLE	NC
87505	105417	6393.57794000000	2012-03-12 00:00:00.000	25702	Huntington	WV
1768844	9315703	6392.62344000000	2016-07-31 04:00:00.000	75975	Timpson	TX
13371750497	54040029	6383.67340000000	2019-02-24 05:00:00.000	44203	Barberton	OH
43551128103	144847709	6382.22910000000	2021-05-04 00:00:00.000	84081-3947	WEST JORDAN	UT
22476004063	67358739	6376.62973000000	2020-08-06 00:00:00.000	27615-1537	RALEIGH	NC
1518002881	23332219	6369.04024000000	2017-10-16 04:00:00.000	77056-1408	HOUSTON	TX
1554001779	23039906	6367.49216000000	2017-10-22 04:00:00.000	18464-7832	TAFTON	PA
4169974	4365738	6359.83633000000	2015-08-12 00:00:00.000	95821-4640	SACRAMENTO	CA
1195585	1192520	6356.57569000000	2014-01-02 05:00:00.000	30115-6064	CANTON	GA
48850524190	178679794	6350.22799000000	2021-10-27 04:00:00.000	95062-1617	SANTA CRUZ	CA
53652833390	207559725	6348.33614000000	2022-02-18 05:00:00.000	53704-2523	MADISON	WI
21747751310	65991958	6342.68530000000	2019-07-03 00:00:00.000	12561-3119	NEW PALTZ	NY
152499	220205	6340.70900000000	2012-08-09 00:00:00.000	10308-2736	Staten Island	NY
5942565	6581727	6337.74442000000	2016-02-08 00:00:00.000	11368-4375	CORONA	NY
22758000368	67859828	6337.55797000000	2019-08-01 04:00:00.000	79916	El Paso	TX
21657750024	65872676	6335.46321000000	2019-11-06 00:00:00.000	52627-4535	FORT MADISON	IA
940506211	19971157	6333.66161000000	2017-07-25 04:00:00.000	07733	Holmdel	NJ
44165872202	147473654	6331.40311000000	2021-05-21 00:00:00.000	92102-1828	San Diego	CA
1446001869	22899603	6321.08929000000	2017-10-09 00:00:00.000	44130-1625	CLEVELAND	OH
1843114	8260002	6321.00090000000	2016-07-19 04:00:00.000	37743-1809	GREENEVILLE	TN
2067257281	27834795	6320.53613000000	2018-01-04 00:00:00.000	14894-9757	WELLSBURG	NY
63333337858	268459044	6315.50555000000	2022-08-30 04:00:00.000	30316-2661	Atlanta	GA
17442751788	59515200	6312.86813000000	2019-04-22 04:00:00.000	83814-6401	COEUR D ALENE	ID
326750957	14749169	6310.60828000000	2017-03-05 00:00:00.000	33523	Dade City	FL
47859892763	168291641	6309.78278000000	2021-09-22 00:00:00.000	85258-1411	SCOTTSDALE	AZ
247251687	13970198	6308.25012000000	2017-02-09 00:00:00.000	45344-9616	New Carlisle	OH
1912688	9474734	6307.57135000000	2016-08-08 00:00:00.000	30075-1168	ROSWELL	GA
13506751314	54214638	6303.24153000000	2019-02-17 05:00:00.000	60064	North Chicago	IL
30370001477	88993802	6298.67751000000	2020-03-13 04:00:00.000	03452-5450	JAFFREY	NH
2515500478	31811498	6283.84405000000	2018-03-11 00:00:00.000	30738-2173	RISING FAWN	GA
1178104	1163104	6279.53795000000	2013-12-24 00:00:00.000	33446-5680	DELRAY BEACH	FL
31040005033	92225095	6276.98629000000	2020-04-06 00:00:00.000	85016-8039	PHOENIX	AZ
8033659	4389971	6271.64760000000	2015-07-07 00:00:00.000	20882-1269	Gaithersburg	MD
22062750353	66510794	6268.53370000000	2019-07-09 00:00:00.000	11214-2106	BROOKLYN	NY
3957245	3499417	6268.32558000000	2015-03-13 00:00:00.000	98380	SEABECK	WA
14565751516	55667015	6257.55184000000	2019-07-08 00:00:00.000	14850-1483	Ithaca	NY
35898584723	102465631	6254.62635000000	2020-08-23 00:00:00.000	48306-4159	ROCHESTER	MI
90074789316	297364216	6254.06180000000	2024-02-14 00:00:00.000	30265-2129	NEWNAN	GA
41722831537	136711374	6253.99838000000	2021-03-02 00:00:00.000	29209-2828	COLUMBIA	SC
33231755941	98885146	6246.58603000000	2020-06-05 00:00:00.000	17013-3174	CARLISLE	PA
2377762355	30654746	6241.75812000000	2018-02-19 05:00:00.000	33142-3947	Miami	FL
8242700	5948072	6240.85184000000	2015-12-16 00:00:00.000	17406-6935	York	PA
3866195	3024652	6239.51473000000	2015-01-05 05:00:00.000	02767-1651	Raynham	MA
328252083	14767624	6235.49004000000	2017-03-05 00:00:00.000	98053	Redmond	WA
1546501760	23530312	6235.21041000000	2017-11-04 00:00:00.000	95322-9774	Santa Nella	CA
7813239	2956408	6233.30512000000	2014-12-28 00:00:00.000	65804-2000	SPRINGFIELD	MO
7240660	2666944	6213.85838000000	2014-11-08 00:00:00.000	32344	Monticello	FL
25053250146	73153934	6212.98049000000	2019-10-03 00:00:00.000	71373-3439	VIDALIA	LA
7238536	2660468	6210.56833000000	2014-11-06 05:00:00.000	35645	Killen	AL
25631253835	75004022	6208.79812000000	2019-10-23 00:00:00.000	24162-1840	SHAWSVILLE	VA
1138856	1036408	6207.80784000000	2013-11-26 00:00:00.000	21874-1313	WILLARDS	MD
2944409	10481613	6204.06723000000	2016-09-28 00:00:00.000	60062-7120	NORTHBROOK	IL
5090751087	39581858	6204.03187000000	2018-07-31 00:00:00.000	21161-8949	WHITE HALL	MD
48120139980	169913737	6203.88919000000	2021-09-29 00:00:00.000	70506-2935	LAFAYETTE	LA
3831805	2968941	6198.85035000000	2014-12-28 05:00:00.000	20678-4236	PRINCE FREDERICK	MD
7285252061	45656174	6188.88279000000	2018-11-05 00:00:00.000	41086-9088	Sparta	KY
3828061	2955539	6187.30636000000	2014-12-25 05:00:00.000	26711	CAPON BRIDGE	WV
1854252495	25826918	6182.79779000000	2017-12-03 00:00:00.000	91602-1529	NORTH HOLLYWOOD	CA
11254483	11459043	6180.04333000000	2016-11-12 00:00:00.000	32547-1130	FORT WALTON BEACH	FL
5963750641	42246752	6178.77862000000	2018-09-14 00:00:00.000	75032-6683	ROCKWALL	TX
738501877	18444701	6177.32335000000	2017-06-15 04:00:00.000	30680-2847	Winder	GA
5194731	6339069	6177.22573000000	2016-01-20 00:00:00.000	77494-3637	KATY	TX
797503149	18893455	6175.42676000000	2017-06-28 04:00:00.000	07737-1718	Leonardo	NJ
12087752130	52223533	6169.98897000000	2019-01-24 00:00:00.000	39213-6216	JACKSON	MS
3945761	526602	6167.64385000000	2013-05-25 00:00:00.000	30601	Athens	GA
69499589187	904776850	6160.59073000000	2022-12-20 05:00:00.000	37179-5200	Thompson's Station	TN
3980976	3227293	6160.46896000000	2015-02-03 00:00:00.000	18947-9302	Pipersville	PA
8027637	4341188	6159.38932000000	2015-07-01 04:00:00.000	33898-8921	LAKE WALES	FL
7917508	3398963	6156.63744000000	2015-06-05 00:00:00.000	20855-1809	Rockville	MD
4234370	4642127	6156.44796000000	2015-08-19 00:00:00.000	85302-3606	Glendale	AZ
2089759015	28125086	6149.75548000000	2018-01-08 00:00:00.000	66061	Olathe	KS
2116752300	28294498	6148.40760000000	2018-01-12 05:00:00.000	25508	CHAPMANVILLE	WV
4773546	4255170	6143.78940000000	2015-06-21 00:00:00.000	33301-1522	FORT LAUDERDALE	FL
2180640	1923975	6143.05972000000	2014-06-22 00:00:00.000	06851-2427	Norwalk	CT
2985011	360318	6140.99677000000	2012-12-30 00:00:00.000	33647	Tampa	FL
2203753651	29268590	6138.94750000000	2018-01-24 00:00:00.000	78633-2167	GEORGETOWN	TX
7859149	3135235	6135.88580000000	2015-01-20 05:00:00.000	85704-1103	Tucson	AZ
1755341	9237154	6131.23504000000	2019-07-19 00:00:00.000	33428-2857	BOCA RATON	FL
40345846412	131686567	6131.10431000000	2021-01-19 05:00:00.000	85719-4330	TUCSON	AZ
210504200	13545813	6128.89278000000	2017-01-26 00:00:00.000	10940	Middletown	NY
562501732	16071212	6126.47753000000	2017-05-10 04:00:00.000	91917-1607	DULZURA	CA
1228502015	21613708	6123.76798000000	2017-09-04 00:00:00.000	32618-2111	Archer	FL
3900578	3092417	6114.75321000000	2015-01-14 00:00:00.000	97701-9398	Bend	OR
76285584839	284711148	6113.66819000000	2023-05-11 04:00:00.000	11720-3324	CENTEREACH	NY
2796651	2118458	6111.42915000000	2014-08-06 00:00:00.000	77904	Victoria	TX
4834159	4502225	6104.93638000000	2015-07-21 00:00:00.000	98338-7152	GRAHAM	WA
1080000199	20767491	6104.04153000000	2017-08-14 04:00:00.000	98112-4583	SEATTLE	WA
6119078	7261115	6099.80629000000	2016-03-31 04:00:00.000	37874-6482	SWEETWATER	TN
43639769913	145191651	6093.50077000000	2021-05-08 00:00:00.000	90272-4608	PACIFIC PALISADES	CA
553502581	17065960	6092.97524000000	2017-05-08 04:00:00.000	92683-3432	WESTMINSTER	CA
3224234	2793014	6092.01517000000	2014-11-29 00:00:00.000	95747-7609	ROSEVILLE	CA
68606843399	903512251	6088.25656000000	2023-01-15 00:00:00.000	86303-5132	PRESCOTT	AZ
172251560	13100946	6084.82124000000	2017-01-12 05:00:00.000	37029-5519	BURNS	TN
26594	8053238	6084.73463000000	2016-06-25 04:00:00.000	48458	My Morris	MI
4944002014	39146658	6082.75261000000	2018-07-24 04:00:00.000	89044-8745	HENDERSON	NV
915199	8720806	6071.67182000000	2016-06-29 04:00:00.000	28054-7219	GASTONIA	NC
184251050	13211980	6070.49499000000	2017-01-16 00:00:00.000	90005	Los Angeles	CA
2148970	1871280	6070.00486000000	2014-06-11 04:00:00.000	94596	Walnut Creek	CA
27999751324	83188625	6066.22975000000	2020-01-09 05:00:00.000	39705-2220	COLUMBUS	MS
30778752588	90830979	6061.53813000000	2020-03-26 04:00:00.000	02210-3054	BOSTON	MA
41186072378	134350278	6051.54317000000	2021-02-15 05:00:00.000	60436-2041	JOLIET	IL
6544250391	44196835	6046.77551000000	2018-10-15 04:00:00.000	20136-2303	BRISTOW	VA
27626255637	82425272	6035.63095000000	2019-12-30 00:00:00.000	53219-4333	MILWAUKEE	WI
1776001640	25038216	6033.21725000000	2017-11-21 00:00:00.000	02360-6374	PLYMOUTH	MA
6965478	1671469	6028.97286000000	2017-07-10 04:00:00.000	33156-7675	MIAMI	FL
8783567	6279177	6022.91244000000	2016-01-15 00:00:00.000	80504-9416	LONGMONT	CO
31532250506	94266435	6021.14996000000	2020-04-22 00:00:00.000	75757	BULLARD	TX
